group,screen,story_id,status,priority,user_story,evidence,gap
Configuration/HR Budget,Setup,HRB-02,partial,High,"As an HR admin, I want to save my HR budget planner configuration, so that the module setting is persisted",kx-060 artifact only (kensium-artifacts.ts),No Save action/form persisting the budget planner configuration
Configuration/HR Budget,Setup,HRB-03,partial,Medium,"As an HR admin, I want to cancel changes on the Setup screen, so that I can discard unsaved edits to the budget planner setting",kx-060 artifact only (kensium-artifacts.ts),No Cancel/discard flow for Setup screen edits
Configuration/Integrations,Setup,INT-01,partial,High,"As a System admin, I want to enable the Acumatica Integration Module by selecting Yes, so that HRMS can integrate with Acumatica.",kensium-artifacts.ts ~L1816 'Setup' setting artifact (Acumatica enable); no UI in platform-admin,No Acumatica enable Yes toggle UI; only placeholder artifact
Configuration/Integrations,Setup,INT-02,partial,Medium,"As a System admin, I want to disable the Acumatica Integration Module by selecting No, so that the integration is turned off when not needed.",kensium-artifacts.ts Setup artifact only; integrations-cards.tsx covers webhooks not Acumatica,No Acumatica disable No option UI
Configuration/Integrations,Setup,INT-03,partial,High,"As a System admin, I want to save the Acumatica integration configuration, so that my selection is persisted.",kensium-artifacts.ts Setup artifact placeholder definition,No Save action for Acumatica integration config
Configuration/Integrations,Setup,INT-04,partial,Low,"As a System admin, I want to cancel changes to the integration setup, so that I can discard modifications without saving.",kensium-artifacts.ts Setup artifact placeholder definition,No Cancel/discard flow for Acumatica setup
Configuration/Integrations,Setup,INT-05,partial,Medium,"As a System admin, I want to see a prompt to configure Acumatica Integration when it is not configured, so that I know the integration still needs setup.",kensium-artifacts.ts Setup artifact placeholder definition,No 'Please configure Acumatica Integration' prompt in UI
Configuration/Knowledge Transfer,Setup,KTS-01,partial,High,"As an HR admin, I want to enable or disable the knowledge transfer module using a Yes/No option, so that I can control whether the feature is available to the organization.",kensium-artifacts.ts kx-062 'Setup' setting (Enabled) — engine catalog only,No Yes/No enable toggle UI in lifecycle module; artifact definition is a placeholder
Configuration/Knowledge Transfer,Setup,KTS-02,partial,High,"As an HR admin, I want to save my knowledge transfer setup selection, so that the configuration is persisted.",artifact-builder-sheet.tsx edits setting key/value with Save; kx-062 artifact,"Save persists only the generic engine artifact, not a dedicated KT setup screen"
Configuration/Knowledge Transfer,Setup,KTS-03,done,Medium,"As an HR admin, I want to save and proceed to the next configuration step, so that I can complete setup efficiently in sequence.",kt-config.tsx — Admin > Knowledge Transfer wizard: Save & Next steps Setup > Handover Policy > Review,
Configuration/Knowledge Transfer,Setup,KTS-04,partial,Low,"As an HR admin, I want to cancel my changes on the Setup screen, so that I can discard an unintended selection.",artifact-builder-sheet.tsx Cancel button discards edits to kx-062 setting,"Cancel exists only in the generic artifact builder, not a KT setup screen"
Configuration/Learning Management,Certification Questionnaire,CQ-01,partial,High,"As an HR admin, I want to add new certification sponsorship questions, so that employees requesting sponsorship provide the information we need",src/features/workflows/data/kensium-artifacts.ts:1872 'Certification Questionnaire' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Certification Questionnaire,CQ-02,partial,High,"As an HR admin, I want to add new certification reimbursement questions, so that reimbursement requests capture the required details",src/features/workflows/data/kensium-artifacts.ts:1872 'Certification Questionnaire' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Certification Questionnaire,CQ-03,partial,Medium,"As an HR admin, I want to refresh the questionnaire lists, so that I see the latest sponsorship and reimbursement questions",src/features/workflows/data/kensium-artifacts.ts:1872 'Certification Questionnaire' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Certification Questionnaire,CQ-04,partial,Medium,"As an HR admin, I want to proceed to the next configuration step using Next, so that I can complete the training setup workflow",src/features/workflows/data/kensium-artifacts.ts:1872 'Certification Questionnaire' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Certification Questionnaire,CQ-05,partial,Low,"As an HR admin, I want to cancel my changes, so that I can exit without saving unintended edits",src/features/workflows/data/kensium-artifacts.ts:1872 'Certification Questionnaire' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Manage External Trainers,MET-01,partial,High,"As an HR admin, I want to add a new external trainer, so that outside trainers can be assigned to training topics",src/features/workflows/data/kensium-artifacts.ts:1910 'Manage External Trainers' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Manage External Trainers,MET-02,partial,High,"As an HR admin, I want to view external trainers with their name, company, email, skill and trainings conducted, so that I can assess trainer suitability",src/features/workflows/data/kensium-artifacts.ts:1910 'Manage External Trainers' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Manage External Trainers,MET-03,partial,Medium,"As an HR admin, I want to edit an existing external trainer, so that I can keep their contact and skill details current",src/features/workflows/data/kensium-artifacts.ts:1910 'Manage External Trainers' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Manage External Trainers,MET-04,partial,Low,"As an HR admin, I want to refresh the external trainers list, so that I see the most recent trainer records",src/features/workflows/data/kensium-artifacts.ts:1910 'Manage External Trainers' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
Configuration/Learning Management,Manage External Trainers,MET-05,partial,Medium,"As an HR admin, I want to proceed to the next step with Next, so that I can continue configuring learning management",src/features/workflows/data/kensium-artifacts.ts:1910 'Manage External Trainers' artifact (placeholder def),No LM UI in POC; only engine-catalog artifact
